year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay
2008,12,27,6,959,1000,1123,1138,UA,858,N328UA,84,98,55,-15,-1,SFO,LAX,337,7,22,0,"",0,NA,NA,NA,NA,NA
2008,12,19,5,1247,1155,1420,1325,WN,323,N622SW,93,90,74,55,52,MDW,MCI,405,5,14,0,"",0,10,0,3,0,42
2008,2,5,2,1925,1925,1924,1935,WN,474,N704SW,59,70,50,-11,0,PHX,ONT,325,4,5,0,"",0,NA,NA,NA,NA,NA
2008,11,2,7,1548,1555,2347,2353,CO,386,N25705,299,298,285,-6,-7,SNA,EWR,2433,5,9,0,"",0,NA,NA,NA,NA,NA
2008,10,10,5,714,724,808,830,YV,7187,N75998,114,126,98,-22,-10,CAE,ORD,666,6,10,0,"",0,NA,NA,NA,NA,NA
2008,10,9,4,700,700,1420,1430,CO,750,N79279,260,270,241,-10,0,LAX,CLE,2053,7,12,0,"",0,NA,NA,NA,NA,NA
2008,11,30,7,600,600,1357,1335,DL,46,N129DL,297,275,262,22,0,SFO,ATL,2139,16,19,0,"",0,0,0,22,0,0
2008,9,10,3,1536,1535,1656,1650,WN,672,N327SW,80,75,67,6,1,RNO,LAS,345,6,7,0,"",0,NA,NA,NA,NA,NA
2008,12,19,5,2232,2115,2312,2147,DL,1207,N3761R,100,92,57,85,77,SLC,LAS,368,12,31,0,"",0,0,12,8,0,65
2008,3,28,5,1700,1655,1736,1736,OH,5344,N420CA,36,41,13,0,5,CVG,DAY,64,6,17,0,"",0,NA,NA,NA,NA,NA
2008,7,28,1,1541,1545,1752,1807,FL,395,N969AT,131,142,120,-15,-4,IND,RSW,946,3,8,0,"",0,NA,NA,NA,NA,NA
2008,11,7,5,717,719,830,829,OO,5780,N586SW,73,70,62,1,-2,PDX,LMT,240,2,9,0,"",0,NA,NA,NA,NA,NA
2008,4,28,1,2204,1930,18,2142,UA,334,N341UA,74,72,52,156,154,ORD,CMH,296,5,17,0,"",0,0,0,5,0,151
2008,3,29,6,2106,2100,2359,2359,CO,468,N16234,353,359,329,0,6,EWR,LAS,2227,6,18,0,"",0,NA,NA,NA,NA,NA
2008,5,5,1,730,735,959,1020,AS,542,N786AS,149,165,131,-21,-5,SEA,LGB,965,3,15,0,"",0,NA,NA,NA,NA,NA
2008,6,4,3,728,730,938,952,XE,1257,N11119,130,142,89,-14,-2,EWR,CHS,628,3,38,0,"",0,NA,NA,NA,NA,NA
2008,7,13,7,1520,1512,1801,1729,XE,2235,N12540,161,137,110,32,8,SAV,EWR,708,8,43,0,"",0,0,0,32,0,0
2008,11,30,7,1916,1855,2010,1954,OO,5796,N568SW,54,59,34,16,21,SFO,CIC,153,3,17,0,"",0,16,0,0,0,0
2008,7,15,2,1926,1935,2215,2224,B6,278,N579JB,109,109,85,-9,-9,SAN,SLC,626,10,14,0,"",0,NA,NA,NA,NA,NA
2008,3,2,7,1735,1720,1820,1815,WN,3506,N389SW,45,55,35,5,15,AUS,DAL,189,4,6,0,"",0,NA,NA,NA,NA,NA
2008,10,26,7,1125,1125,1349,1405,WN,766,N264LV,144,160,133,-16,0,DTW,MCO,957,4,7,0,"",0,NA,NA,NA,NA,NA
2008,7,24,4,618,630,913,930,AS,493,N784AS,175,180,145,-17,-12,SAN,SEA,1050,4,26,0,"",0,NA,NA,NA,NA,NA
2008,4,23,3,911,915,1317,1305,MQ,3617,N523AE,186,170,155,12,-4,DFW,ORF,1213,10,21,0,"",0,NA,NA,NA,NA,NA
2008,5,1,4,2112,2113,2202,2211,OO,3893,N913EV,110,118,95,-9,-1,SLC,SBA,615,2,13,0,"",0,NA,NA,NA,NA,NA
2008,1,8,2,1619,1625,1811,1815,XE,2207,N14153,112,110,86,-4,-6,ICT,IAH,542,13,13,0,"",0,NA,NA,NA,NA,NA
2008,1,19,6,2048,2050,2207,2220,WN,718,N903WN,79,90,63,-13,-2,SAN,SFO,447,6,10,0,"",0,NA,NA,NA,NA,NA
2008,2,1,5,1823,1825,1949,1944,OO,5451,N393SW,86,79,64,5,-2,SFO,ACV,250,3,19,0,"",0,NA,NA,NA,NA,NA
2008,6,5,4,NA,2100,NA,2243,YV,7192,N570ML,NA,103,NA,NA,NA,BOS,IAD,413,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,5,31,6,1126,1125,1851,1901,US,1494,N188US,265,276,250,-10,1,LAX,CLT,2125,7,8,0,"",0,NA,NA,NA,NA,NA
2008,10,5,7,754,755,1102,1100,FL,508,N331AT,128,125,110,2,-1,MKE,LGA,738,8,10,0,"",0,NA,NA,NA,NA,NA
2008,6,1,7,1417,1350,2235,2225,AA,194,N5ENAA,318,335,290,10,27,SFO,BOS,2704,4,24,0,"",0,NA,NA,NA,NA,NA
2008,5,3,6,840,840,957,1005,WN,3125,N299WN,77,85,65,-8,0,SMF,SNA,404,4,8,0,"",0,NA,NA,NA,NA,NA
2008,1,18,5,1255,640,1406,743,9E,5834,80359E,71,63,33,383,375,FWA,DTW,128,13,25,0,"",0,375,0,8,0,0
2008,10,9,4,1028,1030,1144,1151,US,2028,N760US,76,81,62,-7,-2,DCA,BOS,399,3,11,0,"",0,NA,NA,NA,NA,NA
2008,3,17,1,615,615,845,905,WN,667,N700GS,150,170,125,-20,0,SEA,PHX,1107,8,17,0,"",0,NA,NA,NA,NA,NA
2008,7,17,4,605,613,708,716,UA,497,N329UA,123,123,98,-8,-8,MSP,DEN,680,11,14,0,"",0,NA,NA,NA,NA,NA
2008,12,25,4,1244,1305,1407,1419,B6,69,N598JB,83,74,45,-12,-21,SYR,JFK,209,4,34,0,"",0,NA,NA,NA,NA,NA
2008,5,28,3,1333,1335,1356,1345,WN,1693,N761RR,83,70,58,11,-2,ABQ,PHX,328,9,16,0,"",0,NA,NA,NA,NA,NA
2008,2,24,7,1650,1700,2118,2135,B6,626,N229JB,208,215,183,-17,-10,HOU,JFK,1428,11,14,0,"",0,NA,NA,NA,NA,NA
2008,8,7,4,1902,1900,2149,2154,CO,616,N39726,167,174,142,-5,2,IAH,MSP,1034,4,21,0,"",0,NA,NA,NA,NA,NA
2008,3,11,2,1742,1725,1827,1825,XE,2795,N17521,45,60,25,2,17,LCH,IAH,127,8,12,0,"",0,NA,NA,NA,NA,NA
2008,5,4,7,759,806,926,934,EV,4547,N839AS,87,88,64,-8,-7,ATL,DAY,432,4,19,0,"",0,NA,NA,NA,NA,NA
2008,1,6,7,2150,2110,2324,2226,UA,1227,N837UA,154,136,140,58,40,DEN,SAN,853,4,10,0,"",0,9,0,18,0,31
2008,11,7,5,1249,1300,1522,1536,OO,4843,N915EV,93,96,76,-14,-11,RDM,SLC,526,5,12,0,"",0,NA,NA,NA,NA,NA
2008,7,31,4,1356,1355,1712,1715,AA,651,N5EBAA,196,200,167,-3,1,BOS,MIA,1258,19,10,0,"",0,NA,NA,NA,NA,NA
2008,12,28,7,1614,1605,1832,1827,DL,1071,N127DL,318,322,288,5,9,ATL,SFO,2139,5,25,0,"",0,NA,NA,NA,NA,NA
2008,9,3,3,1543,1550,1659,1700,MQ,3751,N624AE,76,70,52,-1,-7,DFW,MAF,309,3,21,0,"",0,NA,NA,NA,NA,NA
2008,3,1,6,1443,1448,1648,1659,FL,500,N954AT,125,131,103,-11,-5,ATL,LGA,761,7,15,0,"",0,NA,NA,NA,NA,NA
2008,4,11,5,556,600,708,720,B6,45,N639JB,72,80,47,-12,-4,ROC,JFK,264,5,20,0,"",0,NA,NA,NA,NA,NA
2008,11,1,6,1244,1244,1535,1542,FL,898,N892AT,111,118,96,-7,0,MCI,ATL,692,7,8,0,"",0,NA,NA,NA,NA,NA
2008,9,13,6,1311,1005,1436,1133,UA,599,N814UA,85,88,58,183,186,ORD,MSP,334,4,23,0,"",0,0,183,0,0,0
2008,3,5,3,1757,1800,1903,1915,WN,1338,N684WN,66,75,52,-12,-3,OAK,LAX,337,7,7,0,"",0,NA,NA,NA,NA,NA
2008,7,17,4,1209,1215,1253,1316,EV,4772,N838AS,44,61,33,-23,-6,ATL,AVL,164,3,8,0,"",0,NA,NA,NA,NA,NA
2008,11,19,3,1503,1455,1510,1507,US,1509,N105UW,67,72,51,3,8,PHX,SAN,304,2,14,0,"",0,NA,NA,NA,NA,NA
2008,2,12,2,656,700,809,819,US,2160,N755US,73,79,48,-10,-4,DCA,LGA,214,5,20,0,"",0,NA,NA,NA,NA,NA
2008,3,31,1,916,920,1052,1048,FL,134,N951AT,96,88,78,4,-4,TPA,ATL,406,7,11,0,"",0,NA,NA,NA,NA,NA
2008,9,30,2,1254,1300,1412,1430,AA,437,N4YGAA,78,90,62,-18,-6,ORD,MSP,334,5,11,0,"",0,NA,NA,NA,NA,NA
2008,11,7,5,1157,1203,1248,1304,YV,7075,N27172,51,61,36,-16,-6,ORD,CID,196,4,11,0,"",0,NA,NA,NA,NA,NA
2008,7,7,1,1945,1950,2202,2225,9E,4782,89189E,137,155,109,-23,-5,IND,BOS,817,13,15,0,"",0,NA,NA,NA,NA,NA
2008,6,11,3,856,900,1006,1021,US,2167,N717UW,70,81,40,-15,-4,LGA,DCA,214,10,20,0,"",0,NA,NA,NA,NA,NA
2008,5,12,1,1807,1810,1952,2005,WN,3070,N708SA,105,115,96,-13,-3,JAN,MDW,666,3,6,0,"",0,NA,NA,NA,NA,NA
2008,6,14,6,1618,1540,1712,1650,AA,959,N061AA,54,70,38,22,38,MCO,MIA,193,7,9,0,"",0,0,0,3,0,19
2008,9,26,5,1525,1515,5,2359,HA,36,N589HA,340,344,321,6,10,HNL,PHX,2917,4,15,0,"",0,NA,NA,NA,NA,NA
2008,4,22,2,1501,1500,1608,1617,XE,2385,N14930,67,77,50,-9,1,IAH,BRO,308,8,9,0,"",0,NA,NA,NA,NA,NA
2008,8,26,2,1020,1025,1207,1230,MQ,4557,N816AE,107,125,98,-23,-5,BOS,CMH,640,4,5,0,"",0,NA,NA,NA,NA,NA
2008,12,4,4,2117,2120,2233,2238,OO,4386,N441SW,76,78,53,-5,-3,SLC,BZN,347,4,19,0,"",0,NA,NA,NA,NA,NA
2008,7,25,5,719,729,905,924,OH,5687,N973CA,166,175,117,-19,-10,JFK,ORD,740,10,39,0,"",0,NA,NA,NA,NA,NA
2008,8,5,2,1519,1525,1624,1616,NW,1730,N8933E,65,51,34,8,-6,MBS,DTW,98,15,16,0,"",0,NA,NA,NA,NA,NA
2008,1,19,6,1537,1530,1921,1945,AA,1086,N443AA,164,195,149,-24,7,DFW,PHL,1302,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,13,3,2215,2035,2332,2155,WN,3770,N330SW,77,80,65,97,100,LAX,SMF,373,3,9,0,"",0,0,0,0,0,97
2008,1,29,2,1708,1650,1907,1900,MQ,3518,N518AE,179,190,168,7,18,PIT,DFW,1068,6,5,0,"",0,NA,NA,NA,NA,NA
2008,2,11,1,554,600,800,809,DL,880,N952DL,66,69,46,-9,-6,PNS,ATL,272,7,13,0,"",0,NA,NA,NA,NA,NA
2008,1,31,4,1300,1310,1832,1855,B6,126,N662JB,212,225,193,-23,-10,DEN,JFK,1626,7,12,0,"",0,NA,NA,NA,NA,NA
2008,4,7,1,1409,1410,1636,1640,WN,2995,N797MX,147,150,134,-4,-1,BWI,FLL,925,5,8,0,"",0,NA,NA,NA,NA,NA
2008,4,7,1,1854,1857,2008,2004,UA,583,N913UA,134,127,108,4,-3,DFW,DEN,641,4,22,0,"",0,NA,NA,NA,NA,NA
2008,7,10,4,1449,1450,1539,1542,OO,3757,N607SK,110,112,89,-3,-1,SLC,BUR,574,2,19,0,"",0,NA,NA,NA,NA,NA
2008,12,26,5,1811,1750,2011,2000,OO,5792,N221SW,120,130,94,11,21,RDM,SFO,462,4,22,0,"",0,NA,NA,NA,NA,NA
2008,1,22,2,1153,1115,1443,1400,UA,360,N416UA,110,105,74,43,38,ORD,IAD,589,5,31,0,"",0,21,0,5,0,17
2008,2,6,3,1449,1428,1709,1650,OO,6068,N946SW,80,82,62,19,21,DEN,OMA,472,4,14,0,"",0,0,0,0,0,19
2008,11,12,3,2002,2005,2109,2107,AS,192,N778AS,67,62,45,2,-3,FAI,ANC,261,5,17,0,"",0,NA,NA,NA,NA,NA
2008,7,30,3,1547,1550,1840,1847,XE,2411,N14514,113,117,100,-7,-3,IAH,TLH,658,2,11,0,"",0,NA,NA,NA,NA,NA
2008,8,11,1,622,625,800,758,XE,2522,N12967,98,93,83,2,-3,RDU,CLE,416,6,9,0,"",0,NA,NA,NA,NA,NA
2008,1,2,3,1807,1710,1910,1820,MQ,3353,N501BG,63,70,47,50,57,DFW,AMA,313,4,12,0,"",0,2,0,0,0,48
2008,2,9,6,645,650,830,828,YV,2659,N921FJ,105,98,82,2,-5,MDT,CLT,413,5,18,0,"",0,NA,NA,NA,NA,NA
2008,5,8,4,1222,1225,1408,1425,WN,2126,N719SW,106,120,87,-17,-3,SFO,PHX,651,5,14,0,"",0,NA,NA,NA,NA,NA
2008,1,30,3,1422,1423,1554,1548,CO,725,N11656,92,85,64,6,-1,IAH,TUL,429,3,25,0,"",0,NA,NA,NA,NA,NA
2008,6,28,6,1954,2002,2328,2327,F9,798,N923FR,154,145,133,1,-8,PDX,DEN,992,7,14,0,"",0,NA,NA,NA,NA,NA
2008,2,27,3,2120,2120,2218,2228,EV,4241,N975EV,118,128,103,-10,0,ATL,TUL,674,5,10,0,"",0,NA,NA,NA,NA,NA
2008,5,13,2,1458,1500,1609,1559,MQ,3083,N329AE,71,59,40,10,-2,LAX,SAN,109,5,26,0,"",0,NA,NA,NA,NA,NA
2008,5,23,5,1607,1610,1840,1850,MQ,4241,N683AE,93,100,70,-10,-3,ORD,ROC,528,7,16,0,"",0,NA,NA,NA,NA,NA
2008,4,12,6,848,740,1125,1025,WN,956,N284WN,97,105,85,60,68,MDW,BWI,611,3,9,0,"",0,60,0,0,0,0
2008,1,15,2,1745,1745,2000,1958,OH,5558,N972CA,135,133,110,2,0,SAV,LGA,722,10,15,0,"",0,NA,NA,NA,NA,NA
2008,7,14,1,628,600,746,725,OO,6647,N730SK,78,85,62,21,28,ORD,OMA,416,3,13,0,"",0,21,0,0,0,0
2008,10,31,5,743,750,943,958,DL,1244,N385DN,120,128,105,-15,-7,MCO,CVG,756,5,10,0,"",0,NA,NA,NA,NA,NA
2008,9,27,6,1545,1550,1830,1836,UA,252,N377UA,105,106,84,-6,-5,DEN,DFW,641,7,14,0,"",0,NA,NA,NA,NA,NA
2008,3,11,2,707,710,850,844,DL,55,N680DA,103,94,68,6,-3,CVG,ATL,373,9,26,0,"",0,NA,NA,NA,NA,NA
2008,10,31,5,1112,1115,1239,1243,DL,964,N131DN,87,88,62,-4,-3,MCO,ATL,403,11,14,0,"",0,NA,NA,NA,NA,NA
2008,8,24,7,907,825,1130,1105,DL,1465,N1402A,323,340,294,25,42,LAX,HNL,2556,6,23,0,"",0,0,0,25,0,0
2008,11,1,6,1028,1037,1037,1052,OO,6323,N773SK,69,75,45,-15,-9,CVG,ORD,264,12,12,0,"",0,NA,NA,NA,NA,NA
2008,2,1,5,NA,1005,NA,1115,AA,1184,"",NA,70,NA,NA,NA,STL,ORD,258,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,3,7,5,NA,1650,NA,1819,XE,2266,"",NA,89,NA,NA,NA,BUF,EWR,282,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,9,5,5,813,820,1000,1000,AA,779,N4YMAA,167,160,133,0,-7,TPA,ORD,1012,21,13,0,"",0,NA,NA,NA,NA,NA
2008,8,12,2,900,900,1018,959,MQ,3255,N904AE,78,59,43,19,0,DFW,GGG,140,7,28,0,"",0,0,0,19,0,0
2008,12,15,1,711,700,815,800,WN,1338,N658SW,64,60,51,15,11,DAL,SAT,248,4,9,0,"",0,11,0,4,0,0
2008,10,12,7,1917,1915,2024,2014,DL,1537,N661DN,247,239,203,10,2,ATL,TUS,1541,5,39,0,"",0,NA,NA,NA,NA,NA
2008,8,4,1,1626,1630,1632,1640,WN,50,N489WN,66,70,54,-8,-4,CMH,BNA,338,6,6,0,"",0,NA,NA,NA,NA,NA
2008,10,29,3,1437,1440,1617,1621,US,1126,N426US,160,161,130,-4,-3,CLT,DFW,936,4,26,0,"",0,NA,NA,NA,NA,NA
2008,5,24,6,855,900,938,955,WN,849,N355SW,103,115,88,-17,-5,SLC,PDX,630,2,13,0,"",0,NA,NA,NA,NA,NA
2008,4,29,2,1434,1400,1600,1522,EV,4444,N355CA,86,82,59,38,34,SDF,ATL,321,11,16,0,"",0,34,0,4,0,0
2008,7,10,4,1924,1925,2226,2245,WN,2293,N476WN,182,200,171,-19,-1,FLL,MHT,1263,3,8,0,"",0,NA,NA,NA,NA,NA
2008,9,8,1,1658,1700,1804,1810,9E,2835,87979E,66,70,40,-6,-2,MSP,GRB,252,15,11,0,"",0,NA,NA,NA,NA,NA
2008,4,19,6,823,825,1147,1155,WN,756,N312SW,144,150,130,-8,-2,SAT,MCO,1040,8,6,0,"",0,NA,NA,NA,NA,NA
2008,10,24,5,1710,1506,2001,1814,EV,5708,N909EV,111,128,96,107,124,OKC,ATL,761,9,6,0,"",0,0,0,102,0,5
2008,1,20,7,954,1001,1229,1214,NW,447,N777NC,155,133,117,15,-7,MEM,MSP,700,13,25,0,"",0,0,0,15,0,0
2008,11,18,2,1747,1753,1826,1845,YV,2990,N913FJ,99,112,85,-19,-6,PHX,RNO,601,4,10,0,"",0,NA,NA,NA,NA,NA
2008,11,23,7,1324,1330,1538,1551,UA,758,N801UA,74,81,57,-13,-6,DEN,ICT,419,4,13,0,"",0,NA,NA,NA,NA,NA
2008,3,6,4,909,915,929,940,MQ,4160,N508AE,80,85,60,-11,-6,CMH,ORD,296,6,14,0,"",0,NA,NA,NA,NA,NA
2008,5,29,4,1907,1910,2342,2350,OO,5906,N776SK,155,160,132,-8,-3,DEN,DAY,1084,5,18,0,"",0,NA,NA,NA,NA,NA
2008,2,1,5,NA,740,NA,934,DL,1238,N991DL,NA,114,NA,NA,NA,CVG,LGA,585,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,5,2,5,1246,1245,1330,1328,HA,148,N479HA,44,43,29,2,1,HNL,KOA,163,5,10,0,"",0,NA,NA,NA,NA,NA
2008,5,26,1,1510,1519,1613,1623,OO,5732,N581SW,63,64,52,-10,-9,SEA,GEG,224,2,9,0,"",0,NA,NA,NA,NA,NA
2008,10,23,4,1826,1836,1900,1929,YV,7244,N75995,34,53,23,-29,-10,IAD,MDT,94,2,9,0,"",0,NA,NA,NA,NA,NA
2008,5,18,7,641,640,819,814,NW,273,N354NB,98,94,74,5,1,DCA,DTW,405,9,15,0,"",0,NA,NA,NA,NA,NA
2008,6,23,1,1944,1818,2110,1945,UA,1166,N928UA,86,87,61,85,86,SFO,LAX,337,12,13,0,"",0,13,0,0,0,72
2008,5,17,6,1330,1330,1615,1629,B6,438,N564JB,165,179,140,-14,0,MCO,BOS,1121,5,20,0,"",0,NA,NA,NA,NA,NA
2008,7,8,2,1606,1615,1658,1716,9E,2849,89249E,52,61,35,-18,-9,BJI,MSP,199,10,7,0,"",0,NA,NA,NA,NA,NA
2008,8,29,5,1508,1505,1624,1625,WN,1122,N638SW,76,80,64,-1,3,SJC,SAN,417,2,10,0,"",0,NA,NA,NA,NA,NA
2008,8,19,2,1636,1640,1932,1941,FL,349,N286AT,116,121,95,-9,-4,MKE,ATL,669,9,12,0,"",0,NA,NA,NA,NA,NA
2008,5,22,4,1752,1550,1928,1718,UA,571,N373UA,96,88,64,130,122,DEN,SLC,391,9,23,0,"",0,6,0,8,0,116
2008,9,21,7,2101,2100,2154,2200,WN,59,N698SW,53,60,41,-6,1,DAL,HOU,239,5,7,0,"",0,NA,NA,NA,NA,NA
2008,5,18,7,1445,1430,1618,1609,NW,595,N522US,153,159,132,9,15,DCA,MSP,931,8,13,0,"",0,NA,NA,NA,NA,NA
2008,4,22,2,1523,1515,1753,1753,CO,1150,N69603,150,158,115,0,8,ATL,EWR,745,11,24,0,"",0,NA,NA,NA,NA,NA
2008,5,4,7,642,645,812,831,NW,962,N350NA,90,106,74,-19,-3,ORD,MEM,491,7,9,0,"",0,NA,NA,NA,NA,NA
2008,7,30,3,1334,1335,1751,1800,WN,977,N787SA,197,205,186,-9,-1,SAT,BWI,1407,6,5,0,"",0,NA,NA,NA,NA,NA
2008,1,30,3,1744,1745,1834,1835,MQ,4246,N907AE,50,50,28,-1,-1,ORD,MSN,109,5,17,0,"",0,NA,NA,NA,NA,NA
2008,1,17,4,1528,1525,1640,1645,WN,3141,N410WN,72,80,61,-5,3,SMF,SNA,404,4,7,0,"",0,NA,NA,NA,NA,NA
2008,1,14,1,802,805,1132,1130,AA,1210,N475AA,150,145,127,2,-3,DEN,ORD,888,6,17,0,"",0,NA,NA,NA,NA,NA
2008,3,30,7,1253,1235,1439,1347,YV,7163,N75993,106,72,51,52,18,IAD,CLE,288,4,51,0,"",0,52,0,0,0,0
2008,10,5,7,1710,1715,1821,1838,US,1537,N755US,71,83,50,-17,-5,DCA,CLT,331,3,18,0,"",0,NA,NA,NA,NA,NA
2008,4,30,3,1305,1300,NA,1727,CO,276,N33284,NA,207,NA,NA,5,IAH,PHL,1324,NA,15,0,"",1,NA,NA,NA,NA,NA
2008,10,15,3,1807,1810,2047,2055,WN,503,N350SW,100,105,84,-8,-3,BNA,TPA,612,5,11,0,"",0,NA,NA,NA,NA,NA
2008,5,7,3,940,942,1123,1110,DL,722,N127DL,283,268,243,13,-2,ATL,LAS,1747,23,17,0,"",0,NA,NA,NA,NA,NA
2008,11,12,3,1400,1410,1533,1552,XE,2767,N13955,93,102,77,-19,-10,ALB,CLE,424,4,12,0,"",0,NA,NA,NA,NA,NA
2008,8,17,7,1654,1659,1822,1836,US,1257,N744P,148,157,135,-14,-5,DCA,MSY,969,2,11,0,"",0,NA,NA,NA,NA,NA
2008,1,10,4,NA,620,NA,828,FL,487,N927AT,NA,68,NA,NA,NA,PNS,ATL,272,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,10,4,6,853,855,1020,1035,WN,2256,N619SW,87,100,79,-15,-2,MDW,BHM,570,2,6,0,"",0,NA,NA,NA,NA,NA
2008,11,29,6,1637,1640,1809,1820,YV,7157,N512MJ,92,100,74,-11,-3,BOS,IAD,413,8,10,0,"",0,NA,NA,NA,NA,NA
2008,9,22,1,1516,1515,1614,1620,WN,2326,N703SW,58,65,39,-6,1,LAS,SNA,226,5,14,0,"",0,NA,NA,NA,NA,NA
2008,5,26,1,1435,1439,1600,1613,YV,7316,N17175,85,94,66,-13,-4,FSD,ORD,462,11,8,0,"",0,NA,NA,NA,NA,NA
2008,9,5,5,1618,1620,1745,1745,US,1768,N452UW,87,85,58,0,-2,CLT,DCA,331,4,25,0,"",0,NA,NA,NA,NA,NA
2008,11,14,5,811,815,1335,1346,DL,1028,N6709,204,211,179,-11,-4,PHX,ATL,1587,9,16,0,"",0,NA,NA,NA,NA,NA
2008,8,2,6,NA,1740,NA,1910,XE,3037,"",NA,90,NA,NA,NA,MHT,EWR,209,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,8,14,4,2011,2015,2307,2320,MQ,3589,N844AE,116,125,94,-13,-4,DFW,TYS,772,4,18,0,"",0,NA,NA,NA,NA,NA
2008,5,1,4,859,900,1007,1005,WN,1758,N361SW,188,185,172,2,-1,MCI,LAS,1140,4,12,0,"",0,NA,NA,NA,NA,NA
2008,2,28,4,634,645,817,807,XE,2022,N27506,103,82,54,10,-11,IAD,CLE,288,8,41,0,"",0,NA,NA,NA,NA,NA
2008,1,31,4,1439,1435,1600,1555,WN,1154,N647SW,81,80,67,5,4,OKC,HOU,419,3,11,0,"",0,NA,NA,NA,NA,NA
2008,7,20,7,714,720,855,905,MQ,3786,N932AE,101,105,76,-10,-6,GPT,DFW,500,18,7,0,"",0,NA,NA,NA,NA,NA
2008,5,23,5,1142,1140,1335,1345,WN,1317,N657SW,113,125,102,-10,2,MCO,IAD,758,5,6,0,"",0,NA,NA,NA,NA,NA
2008,6,23,1,2024,1629,2208,1814,CO,1195,N14604,104,105,54,234,235,BOS,EWR,200,17,33,0,"",0,0,0,234,0,0
2008,12,2,2,1830,1830,2015,2031,YV,2621,N942LR,165,181,137,-16,0,CLT,AUS,1033,6,22,0,"",0,NA,NA,NA,NA,NA
2008,7,19,6,1920,1915,2158,2157,B6,234,N627JB,98,102,79,1,5,LGB,SLC,589,5,14,0,"",0,NA,NA,NA,NA,NA
2008,11,30,7,1731,1710,1913,1850,US,732,N938UW,102,100,68,23,21,MCO,CLT,468,5,29,0,"",0,0,4,2,0,17
2008,5,25,7,855,905,1049,1048,XE,2704,N12957,114,103,83,1,-10,MEM,IAH,469,11,20,0,"",0,NA,NA,NA,NA,NA
2008,9,13,6,910,910,1210,1215,WN,2471,N206WN,120,125,98,-5,0,MDW,ISP,765,4,18,0,"",0,NA,NA,NA,NA,NA
2008,5,27,2,1400,1404,1747,1739,NW,626,N354NW,167,155,115,8,-4,ABQ,MSP,981,35,17,0,"",0,NA,NA,NA,NA,NA
2008,5,16,5,1736,1735,2057,2100,AA,154,N425AA,141,145,118,-3,1,ORD,BOS,867,7,16,0,"",0,NA,NA,NA,NA,NA
2008,7,9,3,1850,1840,2031,2015,AA,409,N522AA,161,155,124,16,10,CMH,DFW,927,31,6,0,"",0,9,0,6,0,1
2008,9,11,4,1014,1015,1130,1140,WN,278,N468WN,76,85,61,-10,-1,BUR,PHX,369,4,11,0,"",0,NA,NA,NA,NA,NA
2008,8,3,7,1620,1620,1826,1835,OO,2814,N479CA,66,75,50,-9,0,MKE,CMH,331,3,13,0,"",0,NA,NA,NA,NA,NA
2008,6,14,6,1412,1420,1720,1722,OO,6848,N771SK,128,122,96,-2,-8,LAX,ASE,737,7,25,0,"",0,NA,NA,NA,NA,NA
2008,8,29,5,1524,1525,1652,1654,US,933,N449US,88,89,70,-2,-1,PIT,CLT,366,4,14,0,"",0,NA,NA,NA,NA,NA
2008,12,17,3,736,700,842,755,9E,2610,86889E,126,115,102,47,36,CLT,MEM,512,4,20,0,"",0,36,0,11,0,0
2008,6,8,7,1105,1050,1419,1420,OO,6227,N918SW,134,150,117,-1,15,SBA,DEN,916,9,8,0,"",0,NA,NA,NA,NA,NA
2008,4,3,4,1718,1715,1903,1911,NW,303,N596NW,225,236,199,-8,3,MSP,LAX,1536,7,19,0,"",0,NA,NA,NA,NA,NA
2008,2,23,6,1907,1839,2214,2141,UA,1234,N301UA,127,122,101,33,28,ORD,BDL,783,7,19,0,"",0,28,0,5,0,0
2008,6,2,1,1621,1620,1654,1700,WN,2173,N672SW,93,100,85,-6,1,DAL,ELP,562,2,6,0,"",0,NA,NA,NA,NA,NA
2008,2,18,1,956,950,1159,1157,US,1989,N432US,123,127,102,2,6,CLT,RSW,600,4,17,0,"",0,NA,NA,NA,NA,NA
2008,12,18,4,1307,1255,1615,1607,CO,1500,N67158,188,192,157,8,12,FLL,EWR,1065,14,17,0,"",0,NA,NA,NA,NA,NA
2008,12,1,1,1652,1700,1756,1821,NW,1119,N784NC,64,81,41,-25,-8,BUF,DTW,240,11,12,0,"",0,NA,NA,NA,NA,NA
2008,7,11,5,549,550,636,653,UA,189,N593UA,107,123,92,-17,-1,BWI,ORD,622,7,8,0,"",0,NA,NA,NA,NA,NA
2008,2,11,1,1058,1103,1158,1210,OO,1993,N814SK,120,127,98,-12,-5,ATL,MKE,669,9,13,0,"",0,NA,NA,NA,NA,NA
