year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay
2008,9,1,1,1416,1420,1619,1625,MQ,3622,N672AE,123,125,106,-6,-4,CID,DFW,685,8,9,0,"",0,NA,NA,NA,NA,NA
2008,2,29,5,1244,1235,1449,1453,XE,2543,N19966,125,138,100,-4,9,SAV,EWR,708,9,16,0,"",0,NA,NA,NA,NA,NA
2008,11,5,3,927,930,1033,1059,YV,7173,N75991,66,89,47,-26,-3,JFK,IAD,228,4,15,0,"",0,NA,NA,NA,NA,NA
2008,5,6,2,1632,1630,1734,1740,WN,504,N415WN,62,70,53,-6,2,SMF,BUR,358,2,7,0,"",0,NA,NA,NA,NA,NA
2008,1,3,4,1932,1925,2323,2340,OO,4021,N809SK,171,195,145,-17,7,SLC,IAH,1195,5,21,0,"",0,NA,NA,NA,NA,NA
2008,5,6,2,1025,1035,1158,1215,XE,2889,N12946,93,100,77,-17,-10,CMH,EWR,462,9,7,0,"",0,NA,NA,NA,NA,NA
2008,4,8,2,1941,1755,4,2235,AA,1622,N3CFAA,143,160,130,89,106,SNA,AUS,1209,5,8,0,"",0,0,0,0,0,89
2008,3,31,1,849,850,1020,1020,WN,380,N266WN,91,90,65,0,-1,SFO,LAS,414,15,11,0,"",0,NA,NA,NA,NA,NA
2008,7,21,1,1617,1605,1949,1935,OO,6454,N913SW,152,150,120,14,12,SFO,ABQ,896,7,25,0,"",0,NA,NA,NA,NA,NA
2008,3,2,7,1415,1420,1444,1500,OH,5069,N933CA,29,40,20,-16,-5,DAY,CVG,64,2,7,0,"",0,NA,NA,NA,NA,NA
2008,6,18,3,700,600,911,801,OH,5346,N783CA,131,121,98,70,60,JAX,CVG,614,2,31,0,"",0,60,0,10,0,0
2008,6,27,5,1809,1759,2031,2018,NW,373,N8926E,142,139,97,13,10,BOS,DTW,632,11,34,0,"",0,NA,NA,NA,NA,NA
2008,12,28,7,956,1000,1235,1238,AS,264,N791AS,159,158,130,-3,-4,SEA,LAX,954,7,22,0,"",0,NA,NA,NA,NA,NA
2008,12,21,7,NA,1720,NA,1854,B6,1014,N554JB,NA,94,NA,NA,NA,JFK,BOS,187,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,12,26,5,731,735,926,930,EV,5428,N730EV,115,115,92,-4,-4,ATL,DTW,594,7,16,0,"",0,NA,NA,NA,NA,NA
2008,9,19,5,1227,1225,1504,1454,AS,124,N319AS,157,149,126,10,2,SEA,LAS,866,11,20,0,"",0,NA,NA,NA,NA,NA
2008,12,12,5,1810,1805,1937,1934,UA,685,N381UA,87,89,68,3,5,ORD,MSP,334,3,16,0,"",0,NA,NA,NA,NA,NA
2008,2,8,5,1538,1450,2111,2045,AA,1014,N4XVAA,213,235,191,26,48,SEA,ORD,1721,12,10,0,"",0,0,0,1,0,25
2008,5,11,7,839,840,942,950,WN,2526,N910WN,63,70,55,-8,-1,SMF,BUR,358,1,7,0,"",0,NA,NA,NA,NA,NA
2008,4,6,7,1702,1700,1757,1800,WN,43,N303SW,55,60,43,-3,2,DAL,HOU,239,6,6,0,"",0,NA,NA,NA,NA,NA
2008,7,6,7,NA,1619,NA,1732,DL,1596,N929DL,NA,73,NA,NA,NA,ATL,SAV,215,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,10,26,7,754,752,1038,1053,UA,128,N347UA,104,121,88,-15,2,ORD,PHL,678,4,12,0,"",0,NA,NA,NA,NA,NA
2008,7,27,7,635,635,804,801,CO,1649,N27421,149,146,129,3,0,FLL,IAH,965,10,10,0,"",0,NA,NA,NA,NA,NA
2008,8,13,3,1308,1310,1406,1432,XE,2179,N14923,58,82,36,-26,-2,BWI,EWR,169,9,13,0,"",0,NA,NA,NA,NA,NA
2008,9,1,1,1636,1640,1936,1945,FL,4,N279AT,180,185,161,-9,-4,SJU,MCO,1189,8,11,0,"",0,NA,NA,NA,NA,NA
2008,12,3,3,737,725,1014,820,EV,5165,N933EV,157,55,42,114,12,AGS,ATL,143,12,103,0,"",0,0,12,102,0,0
2008,1,22,2,1411,1322,1452,1409,OO,6579,N751SK,41,47,26,43,49,DEN,ASE,125,4,11,0,"",0,0,0,0,0,43
2008,5,29,4,2231,2235,2308,2313,NW,1192,N321NB,37,38,14,-5,-4,DTW,FNT,56,4,19,0,"",0,NA,NA,NA,NA,NA
2008,1,5,6,1251,1250,1401,1354,XE,2415,N14933,70,64,46,7,1,IAH,DFW,224,6,18,0,"",0,NA,NA,NA,NA,NA
2008,11,12,3,1956,1950,2043,2100,WN,1845,N211WN,167,190,150,-17,6,MCI,LAS,1140,8,9,0,"",0,NA,NA,NA,NA,NA
2008,6,17,2,1523,1521,1614,1610,NW,503,N8928E,111,109,85,4,2,IND,MSP,503,9,17,0,"",0,NA,NA,NA,NA,NA
2008,12,9,2,619,620,723,730,WN,910,N470WN,64,70,54,-7,-1,BHM,MSY,321,3,7,0,"",0,NA,NA,NA,NA,NA
2008,9,3,3,525,530,825,839,FL,1940,N937AT,120,129,99,-14,-5,DFW,ATL,732,12,9,0,"",0,NA,NA,NA,NA,NA
2008,8,23,6,757,800,1037,1045,AA,1052,N4WMAA,100,105,82,-8,-3,ELP,DFW,551,11,7,0,"",0,NA,NA,NA,NA,NA
2008,1,4,5,829,830,1114,1115,9E,5791,89189E,105,105,76,-1,-1,MEM,CMH,518,11,18,0,"",0,NA,NA,NA,NA,NA
2008,7,22,2,835,845,907,905,US,88,N164AW,152,140,115,2,-10,SAT,PHX,843,25,12,0,"",0,NA,NA,NA,NA,NA
2008,5,13,2,1144,1150,1302,1315,MQ,4276,N699AE,78,85,62,-13,-6,OMA,ORD,416,5,11,0,"",0,NA,NA,NA,NA,NA
2008,2,28,4,1855,1900,2135,2146,UA,626,N802UA,100,106,83,-11,-5,ORD,DCA,612,3,14,0,"",0,NA,NA,NA,NA,NA
2008,12,13,6,1326,1330,1426,1435,MQ,4638,N809MQ,60,65,40,-9,-4,JFK,BOS,187,5,15,0,"",0,NA,NA,NA,NA,NA
2008,3,29,6,823,820,916,920,WN,1583,N654SW,53,60,43,-4,3,DAL,LIT,296,2,8,0,"",0,NA,NA,NA,NA,NA
2008,10,30,4,1700,1700,1848,1905,MQ,3508,N688MQ,168,185,144,-17,0,CHS,DFW,987,15,9,0,"",0,NA,NA,NA,NA,NA
2008,1,28,1,2202,2215,454,515,AA,14,N342AA,292,300,278,-21,-13,OGG,LAX,2486,5,9,0,"",0,NA,NA,NA,NA,NA
2008,5,25,7,1905,1909,2141,2117,NW,347,N342NW,336,308,311,24,-4,DTW,SFO,2079,8,17,0,"",0,0,0,24,0,0
2008,2,6,3,1737,1745,1935,1919,OH,5612,N443CA,118,94,84,16,-8,BOS,PHL,280,15,19,0,"",0,0,0,16,0,0
2008,12,7,7,1925,1930,2042,2050,B6,265,N273JB,77,80,61,-8,-5,SMF,LGB,387,6,10,0,"",0,NA,NA,NA,NA,NA
2008,12,14,7,1829,1828,2036,2037,9E,5822,96029E,67,69,38,-1,1,BNA,ATL,214,10,19,0,"",0,NA,NA,NA,NA,NA
2008,3,28,5,740,740,850,851,YV,2632,N917FJ,70,71,46,-1,0,CLT,ORF,290,5,19,0,"",0,NA,NA,NA,NA,NA
2008,3,31,1,1634,1500,2045,1928,CO,266,N73278,131,148,115,77,94,PHX,IAH,1009,5,11,0,"",0,2,0,0,0,75
2008,6,17,2,753,800,946,1001,CO,1785,N14653,113,121,94,-15,-7,MCI,IAH,643,8,11,0,"",0,NA,NA,NA,NA,NA
2008,12,21,7,908,625,1413,1140,CO,194,N14107,185,195,162,153,163,LAX,IAH,1379,8,15,0,"",0,153,0,0,0,0
2008,5,9,5,1430,1440,1520,1535,XE,446,N12552,50,55,40,-15,-10,BFL,SAN,215,3,7,0,"",0,NA,NA,NA,NA,NA
2008,3,17,1,1255,1305,1606,1610,B6,462,N529JB,191,185,178,-4,-10,RSW,BOS,1249,4,9,0,"",0,NA,NA,NA,NA,NA
2008,2,9,6,1538,1541,1617,1619,UA,595,N365UA,99,98,83,-2,-3,OMA,DEN,472,7,9,0,"",0,NA,NA,NA,NA,NA
2008,10,29,3,1359,1405,1756,1750,AA,1180,N442AA,177,165,150,6,-6,DFW,RIC,1158,16,11,0,"",0,NA,NA,NA,NA,NA
2008,3,4,2,1501,1505,1711,1715,WN,2006,N267WN,70,70,52,-4,-4,SAN,PHX,304,10,8,0,"",0,NA,NA,NA,NA,NA
2008,3,14,5,2003,1950,811,800,AA,102,N345AA,428,430,392,11,13,HNL,DFW,3784,5,31,0,"",0,NA,NA,NA,NA,NA
2008,7,3,4,2333,2330,629,631,CO,580,N57864,236,241,214,-2,3,LAS,CLE,1825,8,14,0,"",0,NA,NA,NA,NA,NA
2008,4,17,4,938,945,1100,1110,US,1251,N749US,82,85,51,-10,-7,CLT,JAX,329,5,26,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,612,615,918,920,AA,1877,N3CEAA,126,125,109,-2,-3,BNA,MIA,806,6,11,0,"",0,NA,NA,NA,NA,NA
2008,11,16,7,2015,2020,2055,2058,EV,5397,N908EV,100,98,80,-3,-5,ATL,AEX,500,2,18,0,"",0,NA,NA,NA,NA,NA
2008,10,22,3,1448,1427,1714,1700,FL,782,N993AT,86,93,67,14,21,STL,ATL,483,10,9,0,"",0,NA,NA,NA,NA,NA
2008,5,28,3,732,740,941,1000,OO,2770,N988CA,69,80,53,-19,-8,MKE,CLE,328,5,11,0,"",0,NA,NA,NA,NA,NA
2008,12,28,7,1225,1230,1408,1415,MQ,3438,N631MQ,163,165,139,-7,-5,CVG,DFW,812,13,11,0,"",0,NA,NA,NA,NA,NA
2008,3,6,4,1056,1105,1423,1427,DL,1893,N907DE,207,202,157,-4,-9,LGA,PBI,1035,4,46,0,"",0,NA,NA,NA,NA,NA
2008,8,20,3,1421,1430,1515,1529,OO,5963,N954SW,54,59,26,-14,-9,PIA,ORD,130,8,20,0,"",0,NA,NA,NA,NA,NA
2008,3,20,4,2052,2025,2305,2228,AS,396,N969AS,133,123,100,37,27,SEA,OAK,671,8,25,0,"",0,27,0,10,0,0
2008,12,16,2,1734,1734,1843,1843,NW,881,N8923E,129,129,103,0,0,TPA,MEM,656,6,20,0,"",0,NA,NA,NA,NA,NA
2008,5,17,6,919,917,1745,1717,UA,966,N843UA,326,300,281,28,2,LAX,IAD,2288,32,13,0,"",0,0,0,28,0,0
2008,2,2,6,1212,1215,1322,1325,WN,1486,N470WN,70,70,45,-3,-3,LAS,LAX,236,9,16,0,"",0,NA,NA,NA,NA,NA
2008,11,25,2,2127,2125,2236,2240,WN,3941,N457WN,69,75,53,-4,2,SNA,SJC,342,4,12,0,"",0,NA,NA,NA,NA,NA
2008,8,18,1,1819,1652,1912,1749,AS,163,N706AS,53,57,42,83,87,AKN,ANC,289,5,6,0,"",0,0,0,0,0,83
2008,10,19,7,831,838,1153,1210,OO,3975,N408SW,142,152,117,-17,-7,SLC,MCI,919,6,19,0,"",0,NA,NA,NA,NA,NA
2008,9,28,7,1138,1140,1403,1405,AA,1036,N637AA,145,145,125,-2,-2,MIA,BWI,946,10,10,0,"",0,NA,NA,NA,NA,NA
2008,1,8,2,1411,1225,1422,1235,MQ,3902,N683AE,71,70,46,107,106,FNT,ORD,223,8,17,0,"",0,0,0,13,0,94
2008,7,12,6,1015,1010,1137,1130,MQ,3614,N811AE,82,80,60,7,5,BTR,DFW,383,9,13,0,"",0,NA,NA,NA,NA,NA
2008,7,8,2,1156,1155,1313,1315,WN,2984,N204WN,77,80,63,-2,1,MSY,DAL,437,6,8,0,"",0,NA,NA,NA,NA,NA
2008,8,4,1,640,645,742,755,MQ,3162,N822AE,62,70,49,-13,-5,MRY,LAX,267,7,6,0,"",0,NA,NA,NA,NA,NA
2008,9,24,3,1536,1510,1635,1635,MQ,4499,N816AE,119,145,100,0,26,ALB,ORD,723,8,11,0,"",0,NA,NA,NA,NA,NA
2008,3,3,1,1355,1355,1459,1500,WN,2001,N337SW,64,65,54,-1,0,GEG,PDX,279,3,7,0,"",0,NA,NA,NA,NA,NA
2008,10,21,2,1431,1441,1756,1810,UA,168,N374UA,145,149,131,-14,-10,SJC,DEN,948,5,9,0,"",0,NA,NA,NA,NA,NA
2008,3,27,4,NA,824,NA,1015,OO,6625,N906SW,NA,111,NA,NA,NA,DEN,BZN,525,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,11,5,3,1456,1500,1942,1950,NW,1220,N378NW,166,170,143,-8,-4,DEN,DTW,1123,11,12,0,"",0,NA,NA,NA,NA,NA
2008,11,17,1,1910,1859,2121,2118,YV,7049,N509MJ,191,199,167,3,11,IAD,OKC,1136,4,20,0,"",0,NA,NA,NA,NA,NA
2008,4,10,4,1842,1700,2034,1825,DL,65,N125DL,292,265,265,129,102,ATL,LAS,1747,9,18,0,"",0,0,0,27,0,102
2008,2,22,5,2142,2105,2318,2235,WN,1274,N675AA,96,90,78,43,37,LAS,SFO,414,3,15,0,"",0,16,0,6,0,21
2008,4,25,5,1227,1225,1336,1335,WN,3849,N717SA,129,130,108,1,2,ELP,LAX,714,9,12,0,"",0,NA,NA,NA,NA,NA
2008,6,13,5,714,715,810,801,NW,121,N366NW,116,106,89,9,-1,IND,MSP,503,7,20,0,"",0,NA,NA,NA,NA,NA
2008,11,23,7,1209,1214,1231,1243,9E,2307,89869E,82,89,57,-12,-5,DTW,EVV,364,7,18,0,"",0,NA,NA,NA,NA,NA
2008,7,15,2,753,800,1034,1034,XE,2483,N13123,161,154,136,0,-7,TPA,CLE,927,7,18,0,"",0,NA,NA,NA,NA,NA
2008,4,16,3,1515,1510,1621,1620,WN,288,N508SW,66,70,55,1,5,STL,OMA,342,3,8,0,"",0,NA,NA,NA,NA,NA
2008,8,3,7,940,940,1206,1201,OH,5351,N526CA,146,141,112,5,0,BOS,MYR,738,5,29,0,"",0,NA,NA,NA,NA,NA
2008,8,23,6,651,655,754,820,AA,305,N570AA,123,145,105,-26,-4,LGA,ORD,733,7,11,0,"",0,NA,NA,NA,NA,NA
2008,7,11,5,1410,1400,1802,1815,AS,870,N557AS,352,375,327,-13,10,ANC,HNL,2777,8,17,0,"",0,NA,NA,NA,NA,NA
2008,6,28,6,638,640,752,800,OO,2559,N471CA,134,140,110,-8,-2,PHL,MKE,690,4,20,0,"",0,NA,NA,NA,NA,NA
2008,6,5,4,NA,1359,NA,1614,OH,5613,N938CA,NA,135,NA,NA,NA,JFK,CLT,541,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,18,5,1557,1600,1923,1918,CO,676,N14230,206,198,173,5,-3,EWR,RSW,1068,4,29,0,"",0,NA,NA,NA,NA,NA
2008,3,10,1,2230,2000,57,2247,XE,2299,N13903,87,107,75,130,150,IAH,TLH,658,5,7,0,"",0,0,20,0,0,110
2008,11,22,6,1902,1905,2253,2255,CO,1417,N16650,171,170,138,-2,-3,IAH,PIT,1117,8,25,0,"",0,NA,NA,NA,NA,NA
2008,7,23,3,1935,1935,2129,2135,WN,40,N326SW,174,180,161,-6,0,ABQ,SEA,1180,5,8,0,"",0,NA,NA,NA,NA,NA
2008,11,16,7,1439,1438,1619,1620,DL,1607,N914DE,100,102,77,-1,1,ATL,PIT,526,5,18,0,"",0,NA,NA,NA,NA,NA
2008,3,3,1,1636,1540,1743,1640,WN,44,N301SW,67,60,54,63,56,HRL,HOU,276,3,10,0,"",0,0,0,7,0,56
2008,11,10,1,1904,1903,2039,2033,OO,6503,N926SW,95,90,77,6,1,SFO,EUG,451,3,15,0,"",0,NA,NA,NA,NA,NA
2008,6,2,1,645,650,747,751,NW,875,N924RW,122,121,105,-4,-5,SDF,MSP,603,6,11,0,"",0,NA,NA,NA,NA,NA
2008,1,22,2,550,600,746,730,B6,1100,N247JB,116,90,74,16,-10,RDU,JFK,426,6,36,0,"",0,0,0,16,0,0
2008,10,22,3,1239,1242,1347,1345,EV,5113,N643AS,68,63,35,2,-3,AGS,ATL,143,17,16,0,"",0,NA,NA,NA,NA,NA
2008,2,7,4,704,715,833,849,AS,355,N706AS,89,94,64,-16,-11,SNA,OAK,371,5,20,0,"",0,NA,NA,NA,NA,NA
2008,6,2,1,1937,1936,2027,2018,OO,4140,N805SK,110,102,81,9,1,SLC,PSC,521,4,25,0,"",0,NA,NA,NA,NA,NA
2008,4,14,1,709,710,916,923,FL,382,N978AT,127,133,103,-7,-1,ATL,LGA,761,12,12,0,"",0,NA,NA,NA,NA,NA
2008,12,6,6,1605,1613,1832,1848,UA,780,N934UA,87,95,66,-16,-8,DEN,TUL,541,4,17,0,"",0,NA,NA,NA,NA,NA
2008,11,20,4,1419,1430,1551,1550,XE,2290,N16944,92,80,60,1,-11,IAH,MOB,427,8,24,0,"",0,NA,NA,NA,NA,NA
2008,6,14,6,845,850,1056,1055,HA,11,N596HA,311,305,297,1,-5,SFO,HNL,2398,4,10,0,"",0,NA,NA,NA,NA,NA
2008,7,25,5,2143,2150,2227,2231,OO,2798,N403SW,44,41,23,-4,-7,MKE,GRB,107,6,15,0,"",0,NA,NA,NA,NA,NA
2008,7,5,6,1440,1440,1643,1640,OH,5278,N487CA,123,120,92,3,0,CHS,LGA,641,11,20,0,"",0,NA,NA,NA,NA,NA
2008,6,22,7,1131,1125,1252,1255,WN,1593,N218WN,81,90,68,-3,6,PDX,SMF,479,4,9,0,"",0,NA,NA,NA,NA,NA
2008,10,12,7,2035,2025,2159,2150,OO,6503,N764SK,84,85,67,9,10,SFO,EUG,451,5,12,0,"",0,NA,NA,NA,NA,NA
2008,7,19,6,2100,2100,2335,2340,MQ,3971,N820AE,155,160,124,-5,0,MIA,CVG,948,6,25,0,"",0,NA,NA,NA,NA,NA
2008,12,19,5,1830,1705,2117,1905,WN,236,N203WN,287,240,245,132,85,MDW,LAS,1521,13,29,0,"",0,46,0,47,0,39
2008,8,21,4,1111,1100,1530,1525,AA,1074,N456AA,139,145,109,5,11,PHX,DFW,868,13,17,0,"",0,NA,NA,NA,NA,NA
2008,10,29,3,1319,1300,1606,1600,WN,1093,N460WN,167,180,158,6,19,ISP,FLL,1093,3,6,0,"",0,NA,NA,NA,NA,NA
2008,3,12,3,1150,1156,1424,1437,YV,2982,N17275,94,101,77,-13,-6,PHX,SLC,507,4,13,0,"",0,NA,NA,NA,NA,NA
2008,10,12,7,1745,1750,1922,1940,UA,1525,N481UA,157,170,140,-18,-5,MSY,DEN,1062,5,12,0,"",0,NA,NA,NA,NA,NA
2008,1,31,4,1943,1945,2255,2300,WN,390,N210WN,192,195,178,-5,-2,PVD,TPA,1137,4,10,0,"",0,NA,NA,NA,NA,NA
2008,5,30,5,1026,1030,1239,1237,DL,1234,N3748Y,133,127,114,2,-4,MCO,CVG,756,8,11,0,"",0,NA,NA,NA,NA,NA
2008,4,14,1,725,730,924,950,WN,1492,N632SW,119,140,108,-26,-5,MCO,CMH,802,3,8,0,"",0,NA,NA,NA,NA,NA
2008,9,25,4,922,920,1047,1025,WN,2004,N502SW,85,65,49,22,2,BUR,LAS,223,5,31,0,"",0,0,0,22,0,0
2008,1,3,4,NA,1100,NA,1212,9E,5610,"",NA,72,NA,NA,NA,GFK,MSP,284,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,7,9,3,1817,1820,1942,1950,WN,2906,N339SW,85,90,77,-8,-3,SMF,SAN,480,1,7,0,"",0,NA,NA,NA,NA,NA
2008,4,2,3,911,910,1547,1559,US,1574,N748UW,216,229,191,-12,1,PHX,PIT,1813,5,20,0,"",0,NA,NA,NA,NA,NA
2008,10,6,1,1031,1036,1103,1117,UA,359,N942UA,92,101,77,-14,-5,BUF,ORD,473,7,8,0,"",0,NA,NA,NA,NA,NA
2008,2,11,1,1420,1430,1556,1549,US,923,N711UW,156,139,99,7,-10,CLT,ORD,599,26,31,0,"",0,NA,NA,NA,NA,NA
2008,9,10,3,1734,1739,1941,1955,FL,1593,N939AT,67,76,53,-14,-5,GPT,ATL,352,8,6,0,"",0,NA,NA,NA,NA,NA
2008,3,13,4,1510,1515,1620,1632,OH,5108,N594SW,70,77,44,-12,-5,DCA,JFK,213,10,16,0,"",0,NA,NA,NA,NA,NA
2008,3,15,6,1410,1355,1641,1648,US,742,N449US,151,173,138,-7,15,MIA,PHL,1013,4,9,0,"",0,NA,NA,NA,NA,NA
2008,1,6,7,1220,1205,1311,1255,WN,61,N684WN,111,110,99,16,15,DAL,ABQ,580,3,9,0,"",0,15,0,1,0,0
2008,3,23,7,1106,1112,1246,1300,AS,392,N615AS,100,108,84,-14,-6,PDX,OAK,543,6,10,0,"",0,NA,NA,NA,NA,NA
2008,12,23,2,1301,1300,1622,1640,XE,2105,N12157,141,160,118,-18,1,IAH,GRR,1042,5,18,0,"",0,NA,NA,NA,NA,NA
2008,3,19,3,1540,1452,1717,1653,EV,4749,N854AS,97,121,80,24,48,ATL,GRR,640,2,15,0,"",0,6,0,0,0,18
2008,9,30,2,1635,1640,2025,2030,OO,3926,N613SK,170,170,147,-5,-5,SLC,STL,1156,5,18,0,"",0,NA,NA,NA,NA,NA
2008,9,14,7,1238,1240,1543,1550,EV,4801,N857AS,125,130,105,-7,-2,OKC,ATL,761,10,10,0,"",0,NA,NA,NA,NA,NA
2008,4,20,7,956,1000,1301,1315,WN,3503,N918WN,125,135,109,-14,-4,DEN,MDW,895,5,11,0,"",0,NA,NA,NA,NA,NA
2008,9,22,1,1111,1100,1230,1230,XE,2611,N14905,139,150,119,0,11,CVG,IAH,871,7,13,0,"",0,NA,NA,NA,NA,NA
2008,9,14,7,635,635,1148,1145,WN,778,N643SW,193,190,180,3,0,SMF,MCI,1442,5,8,0,"",0,NA,NA,NA,NA,NA
2008,11,25,2,1506,1512,1733,1721,FL,622,N925AT,147,129,121,12,-6,BWI,MCO,787,9,17,0,"",0,NA,NA,NA,NA,NA
2008,12,24,3,600,600,835,835,AA,1009,N3BYAA,215,215,196,0,0,DCA,DFW,1192,8,11,0,"",0,NA,NA,NA,NA,NA
2008,6,23,1,910,908,901,907,OO,5949,N959SW,51,59,28,-6,2,GRR,ORD,137,10,13,0,"",0,NA,NA,NA,NA,NA
2008,4,16,3,819,820,935,1000,MQ,4591,N837AE,76,100,65,-25,-1,BOS,DCA,399,2,9,0,"",0,NA,NA,NA,NA,NA
2008,8,20,3,2258,2300,528,535,DL,1036,N658DL,210,215,191,-7,-2,PHX,ATL,1587,7,12,0,"",0,NA,NA,NA,NA,NA
2008,12,7,7,2254,2119,7,2300,UA,815,N429UA,133,161,114,67,95,DEN,LAX,862,9,10,0,"",0,0,0,0,0,67
2008,9,12,5,519,525,617,622,XE,2919,N27200,58,57,37,-5,-6,LFT,IAH,201,7,14,0,"",0,NA,NA,NA,NA,NA
2008,3,6,4,1142,1150,1235,1255,EV,4399,N390CA,53,65,39,-20,-8,TLH,ATL,223,8,6,0,"",0,NA,NA,NA,NA,NA
2008,11,26,3,1606,1610,1622,1631,EV,5342,N821AS,76,81,53,-9,-4,ATL,EVV,350,4,19,0,"",0,NA,NA,NA,NA,NA
2008,9,7,7,711,715,820,826,DL,1280,N947DL,69,71,41,-6,-4,TLH,ATL,223,17,11,0,"",0,NA,NA,NA,NA,NA
2008,5,1,4,1444,1430,1835,1835,AA,1240,N622AA,171,185,153,0,14,ORD,MIA,1197,5,13,0,"",0,NA,NA,NA,NA,NA
2008,3,15,6,1627,1630,1923,1914,US,1458,N179UW,176,164,136,9,-3,FLL,PHL,992,3,37,0,"",0,NA,NA,NA,NA,NA
2008,2,14,4,554,600,812,826,DL,1442,N3748Y,78,86,59,-14,-6,MSY,ATL,425,10,9,0,"",0,NA,NA,NA,NA,NA
2008,5,11,7,1908,1910,2232,2231,CO,1830,N39418,144,141,108,1,-2,IAH,PBI,956,4,32,0,"",0,NA,NA,NA,NA,NA
2008,10,12,7,1329,1335,1516,1508,US,548,N839AW,107,93,68,8,-6,SFO,LAS,414,12,27,0,"",0,NA,NA,NA,NA,NA
2008,4,5,6,1716,1705,2040,2046,CO,360,N59302,264,281,241,-6,11,EWR,SAT,1569,3,20,0,"",0,NA,NA,NA,NA,NA
2008,7,21,1,1150,1150,1306,1250,AA,1797,N571AA,76,60,52,16,0,ORD,STL,258,3,21,0,"",0,0,0,16,0,0
2008,8,12,2,758,800,1354,1350,UA,958,N542UA,236,230,205,4,-2,SEA,ORD,1721,11,20,0,"",0,NA,NA,NA,NA,NA
2008,5,11,7,838,825,959,956,UA,401,N903UA,141,151,127,3,13,DEN,SMF,910,2,12,0,"",0,NA,NA,NA,NA,NA
2008,5,15,4,1923,1845,2025,1950,WN,3592,N248WN,62,65,49,35,38,LAX,SJC,308,4,9,0,"",0,0,0,0,0,35
2008,10,3,5,1935,1934,2023,2021,NW,543,N311US,48,47,25,2,1,DTW,GRR,120,4,19,0,"",0,NA,NA,NA,NA,NA
2008,8,30,6,554,600,837,849,EV,4718,N871AS,103,109,84,-12,-6,XNA,ATL,589,6,13,0,"",0,NA,NA,NA,NA,NA
2008,4,19,6,642,649,802,800,MQ,3284,N304AE,80,71,50,2,-7,TXK,DFW,181,19,11,0,"",0,NA,NA,NA,NA,NA
2008,1,25,5,1827,1745,2207,2119,UA,17,N502UA,400,394,373,48,42,JFK,SFO,2586,8,19,0,"",0,0,0,48,0,0
2008,12,28,7,1530,1350,1745,1627,OH,6689,N912CA,135,157,114,78,100,LGA,SAV,722,5,16,0,"",0,78,0,0,0,0
2008,6,8,7,603,604,647,700,OO,5998,N934SW,44,56,27,-13,-1,PIA,ORD,130,5,12,0,"",0,NA,NA,NA,NA,NA
2008,3,14,5,728,730,855,903,CO,124,N12216,87,93,63,-8,-2,CLE,EWR,404,12,12,0,"",0,NA,NA,NA,NA,NA
2008,10,9,4,1037,1042,1113,1130,OO,6107,N406SW,36,48,23,-17,-5,SFO,MRY,77,3,10,0,"",0,NA,NA,NA,NA,NA
2008,2,24,7,1421,1423,1554,1609,NW,673,N309US,153,166,129,-15,-2,DCA,MSP,931,7,17,0,"",0,NA,NA,NA,NA,NA
2008,4,18,5,1941,1947,2015,2027,OO,5748,N297SW,34,40,22,-12,-6,CLD,LAX,86,6,6,0,"",0,NA,NA,NA,NA,NA
2008,7,5,6,1458,1500,1605,1620,WN,3110,N294WN,67,80,53,-15,-2,ABQ,DEN,349,6,8,0,"",0,NA,NA,NA,NA,NA
2008,5,19,1,1753,1755,1903,1905,WN,2043,N249WN,70,70,60,-2,-2,ONT,PHX,325,5,5,0,"",0,NA,NA,NA,NA,NA
2008,8,5,2,852,900,1012,1035,DL,1027,N616DL,80,95,61,-23,-8,MCO,ATL,403,7,12,0,"",0,NA,NA,NA,NA,NA
2008,7,8,2,600,600,720,727,OH,5691,N629BR,80,87,55,-7,0,PWM,JFK,274,10,15,0,"",0,NA,NA,NA,NA,NA
2008,3,10,1,1715,1646,1826,1805,YV,2734,N908FJ,71,79,55,21,29,PHX,LGB,355,5,11,0,"",0,21,0,0,0,0
2008,4,24,4,1703,1707,1743,1730,9E,3704,85159E,100,83,66,13,-4,DTW,MLI,373,6,28,0,"",0,NA,NA,NA,NA,NA
2008,6,28,6,1559,1546,1813,1812,FL,1902,N954AT,74,86,63,1,13,GPT,TPA,429,5,6,0,"",0,NA,NA,NA,NA,NA
2008,8,30,6,901,840,1038,1040,WN,2667,N710SW,157,180,146,-2,21,MDW,ABQ,1121,4,7,0,"",0,NA,NA,NA,NA,NA
2008,11,26,3,551,600,701,724,OO,5504,N221SW,70,84,53,-23,-9,SBA,SFO,262,6,11,0,"",0,NA,NA,NA,NA,NA
